doc_id,assignee,year,legal_status,hybrid,wear_hits,title,wear_snippet
JP5045852B1,YOKOHAMA RUBBER CO LTD,2011,ALIVE,0,6,Pneumatic tire,
CN107031294A,"SUMITOMO RUBBER IND LTD (KOBE-SHI, JP)",2016,DEAD,0,6,PNEUMATIC TIRE,
US3504724A,SPERBERG LAWRENCE R,1968,DEAD,0,6,RADIAL TIRE CONSTRUCTION,"A pneumatic tire having a radial ply carcass which supports a number of belt plies, and a tread wearing composition disposed about the outer periphery of the belt plies;"
KR20080000175A,KUMHO TIRE CO INC,2006,DEAD,0,6,PNEUMATIC TIRE HAVING ASYMMETRIC BELT STRUCTURE,"The reinforcing belt is laminated and attached to the second belt in a specific range, preventing uneven wear and ensuring consistent performance."
EP0200055A2,FIRESTONE TIRE & RUBBER CO,1985,DEAD,0,6,Tire band structure.,"Conventional tire structures often use inextensible cords embedded in elastomeric materials, leading to reduced ride comfort due to stiffness and potential damage to the tire carcass from shock or abrasion."
CN101531121A,YOKOHAMA RUBBER CO LTD,2008,ALIVE,0,6,Pneumatic tire for heavy load,"It reduces radius growth by minimizing the effect of uneven wear and wire fatigue, ensuring consistent performance under high pressure and heavy load conditions."
WO2001076892A1,ALLIED SIGNAL INC,2000,DEAD,0,6,COMPOSITE COMPRISING ORGANIC FIBERS HAVING A LOW TWIST MULTIPLIER AND IMPROVED COMPRESSIVE MODULUS,"Traditional steel-reinforced tire belts suffer from poor in-plane shear modulus, which negatively affects cornering and treadwear characteristics."
JPH05238206A,BRIDGESTONE CORP,1992,DEAD,0,6,MAGNETIC RECORDING AND REPRODUCING SYSTEMS,"The method ensures that the belt layer is effectively reinforced, reducing road noise while maintaining wear resistance and lateral force balance."
EP0414470A2,BRIDGESTONE CORP,1989,DEAD,0,5,High performance pneumatic radial tire.,"The use of thermally shrinkable cords in the auxiliary layer prevents radial swelling and uneven wear, while the base rubber layer with specific modulus and resilience properties enhances the tire's performance."
WO2021251167A1,BRIDGESTONE CORP,2020,DEAD,0,5,PNEUMATIC TIRE,
CN114789627A,SUMITOMO RUBBER IND LTD,2021,ALIVE,0,5,Tire for motorcycle,
WO2015019818A1,SUMITOMO RUBBER IND LTD,2013,DEAD,0,5,PNEUMATIC TIRE,The use of specific belt cord angles (35–55 degrees) and ply rigidity parameters ensures a balance between reducing energy loss and maintaining grip and wear resistance.
CN114056007A,"QINGDAO MUWO TECHNOLOGY CO LTD (QINGDAO CITY, CN)",2020,ALIVE,0,5,Tire and manufacturing method,
WO2019133010A1,MICHELIN & CIE,2017,DEAD,0,5,TIRE WITH IMPROVED HANDLING PERFORMANCE AND SPEED DURABILITY,"The tread thickness in the shoulder areas is increased, which allows for greater groove depth and more contact area, improving traction and wear life."
EP0554108A1,BRIDGESTONE CORP,1992,DEAD,0,5,Pneumatic radial tires.,"The tire also maintains good wear resistance and ride comfortability, making it suitable for passenger cars."
WO2013065318A1,BRIDGESTONE CORP,2011,DEAD,0,5,PNEUMATIC RADIAL TIRE FOR PASSENGER CAR,
CN105946468A,ZHONGCE RUBBER GROUP CO LTD,2016,ALIVE,0,5,Standard tire as tire performance test reference substance,"A kind of standard tire as tyre performance test object of reference the most according to claim 1, it is characterised in that: tire All there are 10 abrasion Warning Mark (31) in each decorative pattern groove (26) bottom, and are uniformly distributed in whole circumference, and the most not Less than 1.6mm."
EP0416893A2,SUMITOMO RUBBER IND LTD,1989,DEAD,0,5,A pneumatic tyre.,"METHOD USED
The invention proposes a pneumatic tyre with a split belt ply and edge bands to improve high speed durability, steering stability, straight running performance, and wear resistance."
EP0118386A2,THE GOODYEAR TIRE & RUBBER CO,1983,DEAD,0,5,Pneumatic tire with belt reinforcement.,"Additionally, the belt's composition allows for better tread wear characteristics and improved stability during rotation."
CA1120843A,BRIDGESTONE TIRE CO LTD,1979,DEAD,0,5,PNEUMATIC RADIAL TIRES FOR PASSENGER CARS HAVING A LOW ROLLING RESISTANCE,
US6851463B1,ALLIED SIGNAL INC,1999,DEAD,0,5,Composite comprising organic fibers having a low twist multiplier and improved compressive modulus,"PROBLEM BEING SOLVED
The invention addresses the issue of low in-plane shear modulus in synthetic fiber-reinforced tire belts, which negatively impacts ride comfort, handling, and treadwear in passenger tires."
EP3254867B1,BRIDGESTONE CORP,2010,ALIVE,0,5,"TIRE, AND TIRE MANUFACTURING METHOD",
US3608605A,WILLIAM G COLE,1969,DEAD,0,4,PNEUMATIC TIRE CONSTRUCTION,
WO2015105084A1,SUMITOMO RUBBER IND LTD,2014,DEAD,0,4,PNEUMATIC TIRE,"The tire's design maintains high stability and wear resistance, making it suitable for high-performance applications."
CN120792378A,"SUMITOMO RUBBER IND LTD (KOBE-SHI, JP)",2024,ALIVE,0,4,Tire,
EP0412776A2,SUMITOMO RUBBER IND LTD,1989,DEAD,0,4,Pneumatic radial tyre.,
CN121777600A,"SHANDONG LINGLONG TYRE CO LTD (YANTAI CITY, CN)",2026,ALIVE,0,4,Novel belted layer structure of all-steel radial tire,"This design prevents stress concentration at the end points of the second belt layer, ensuring improved impact resistance and wear resistance."
CN102582367A,BRIDGESTONE CORP,2011,DEAD,0,4,Pneumatic tire and method of forming circumferential belt layer of the same,
CN112770919A,"SUMITOMO RUBBER IND LTD (KOBE-SHI, JP)",2018,ALIVE,0,4,PNEUMATIC TIRE,
JP4911267B1,YOKOHAMA RUBBER CO LTD,2011,ALIVE,0,4,Pneumatic tire,"The circumferential reinforcing layer strengthens the tire in the circumferential direction, while the cross belts create a layered structure that enhances wear resistance."
GB2044689A,MICHELIN & CIE,1979,DEAD,0,4,PNEUMATIC TYRES,
FR3143436A1,MICHELIN & CIE,2022,ALIVE,0,4,optimized architecture of civil engineering pneumatics,
GB771570A,DUNLOP RUBBER CO LTD,1954,DEAD,0,4,Improvements in or relating to pneumatic tyres,
CN1222457A,PIRELLI PNEUMATIC SPA,1997,DEAD,0,4,High transverse-curvature tire for two-wheeled vehicles,
EP0568870A1,MICHELIN RESEARCH & TECHNOLOGY CO LTD,1992,DEAD,0,4,Tire with three belt plies.,"The tire's design also improves wear resistance and reduces the need for frequent maintenance, leading to better overall vehicle performance and longevity."
CN105691110A,"QINGDAO UNIV OF SCIENCE & TECHNOLOGY (QINGDAO CITY, CN)",2016,DEAD,0,4,Radial tire with steel wire cord winding structure,"The integration of a cylindrical metal cord structure ensures a more durable and efficient carcass, while the precise layering of metal cord on the belt ensures even wear and improved service life."
JP2013180657A,BRIDGESTONE CORP,2012,DEAD,0,4,PNEUMATIC TIRE FOR MOTORCYCLE,
CN107253426A,BRIDGESTONE CORP,2010,ALIVE,0,4,"Tire, and tire manufacturing method",
WO2019206477A1,CONTINENTAL REIFEN DEUTSCHLAND GMBH,2018,DEAD,0,4,PNEUMATIC TYRE FOR A VEHICLE,
GB947207A,DUNLOP RUBBER CO LTD,1959,DEAD,0,4,Improvements in pneumatic tyres,
DE1965048A1,THE GOODYEAR TIRE & RUBBER CO,1968,DEAD,0,4,Belt tires with diagonal carcass,
US3517720A,ARMSTRONG RUBBER CO INC,1969,DEAD,0,4,PNEUMATIC TIRE,"Tires built in accordance with the foregoing arrangement have a inuch larger footprint area than conventi(inal bias-ply tires, and have been found to engage the road with substantially more uniform pressure throughout the area of contact, not only when the tire is new, but duting its entire, tread life."
JPH0723044B2,SUMITOMO ELECTRIC IND LTD,1983,DEAD,0,4,Radial tires for motorcycles,"ADVANTAGES
The invention provides a motorcycle tire with excellent durability and wear resistance during high-speed driving."
EP4420897A1,SUMITOMO RUBBER IND LTD,2023,ALIVE,0,4,TIRE,"The cap portion is formed from crosslinked rubber with high wear resistance and grip performance, while the base portion is formed from crosslinked rubber with low heat generation properties."
WO2008075737A1,BRIDGESTONE CORP,2006,DEAD,0,3,PNEUMATIC TIRE FOR TWO-WHEELED VEHICLE,
EP0414406A2,BRIDGESTONE CORP,1989,DEAD,0,3,Pneumatic tire for two-wheeled vehicle and method of producing the same.,"Additionally, the use of high modulus cords and optimized winding parameters leads to better wear resistance and reduced rolling resistance, making the tire more efficient and durable."
JP2021527764A,MICHELIN & CIE,2018,ALIVE,0,3,Bilayer multi-strand cord with improved penetration,"Traditional cables often fail to prevent corrosive agents from entering the internal layers of the crown reinforcement, leading to reduced tire life due to oxidation and degradation of metallic elements."
EP0425299A2,SUMITOMO RUBBER IND LTD,1989,DEAD,0,3,A pneumatic tyre.,"The conventional reinforcement layer, formed by winding high elasticity material like steel or polyester fibres, causes excessive tread rigidity, uneven wear, and potential tread peeling due to improper vulcanization swelling ratio."
JP2018184071A,SUMITOMO RUBBER IND LTD,2017,ALIVE,0,3,TIRE FOR TWO-WHEELED MOTOR VEHICLE,"The tread includes a base layer (22) and a cap layer (24), with the cap layer providing wear resistance, heat resistance, and grip performance."
WO2022130904A1,BRIDGESTONE CORP,2020,DEAD,0,3,TIRE,
EP1338441A1,BRIDGESTONE CORP,2000,DEAD,0,3,PNEUMATIC SAFETY TIRE,
DE102017209677A1,CONTINENTAL REIFEN DEUTSCHLAND GMBH,2017,DEAD,0,3,Method for determining changes in tension in a belt layer of vehicle tires and commercial vehicle tires as such,"The 0° belt layer is crucial for maintaining circumferential rigidity and reducing tread wear, but its tension changes during the winding process and under load conditions are not well understood."
US20050217779A1,AGOSTINI GIORGIO,2004,DEAD,0,3,Pneumatic run-flat tire,"The tire's design also maintains a consistent tread configuration, extending tread life and improving overall ride quality."
CN108891206A,JIANGSU GENERAL SCIENCE TECH,2018,DEAD,0,3,Wide base tire zero belt ply structure,
WO2015100052A1,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,2013,DEAD,0,3,TIRE WITH BELT HAVING WRAP AROUND GUM STRIP,
JP5182453B1,YOKOHAMA RUBBER CO LTD,2012,ALIVE,0,3,Pneumatic tire,"This layer is typically stacked on cross belts with a belt angle of 0°, leading to radial growth in the center region and uneven wear."
DE102009029101A1,JANUS JONNY,2009,DEAD,0,3,"Radial tire for vehicle, comprises torus-shaped curved body made of flexible material, particularly vulcanized rubber or rubber-like material, which has bearing surface at outer circumference","The decoupled design ensures better handling of high-frequency stretching and compression processes, leading to improved performance and mileage."
CN120963249A,"SHANDONG LINGLONG TYRE CO LTD (YANTAI CITY, CN)",2025,ALIVE,0,3,Novel belted layer structure of all-steel radial tire,"The use of multiple evenly distributed cavities increases the matrix's elasticity, leading to better ground contact pressure distribution and reduced abnormal abrasion."
WO2019133007A1,MICHELIN & CIE,2017,DEAD,0,3,TIRE WITH IMPROVED SNOW PERFORMANCE WITHOUT SACRIFICING DRY BRAKING OR WEAR,
CN116494686A,ZHAOQING JUNHONG CO LTD,2023,ALIVE,0,3,Special drifting tire and manufacturing method thereof,
WO2012090825A1,SUMITOMO RUBBER IND LTD,2010,DEAD,0,3,PNEUMATIC TIRE FOR HEAVY LOAD,"The precise control of thickness and composition of each layer allows for optimal performance, leading to improved fuel efficiency and longer tire life."
JP7818488B2,BRIDGESTONE CORP,2022,ALIVE,0,3,Pneumatic radial tires for passenger cars,"Traditional radial tires often suffer from uneven wear due to the narrow cross-sectional width and high internal pressure, leading to contact patch deformation and reduced performance."
WO2020255919A1,BRIDGESTONE CORP,2019,DEAD,0,3,TIRE,
FR2337621A1,UNIROYAL INC,1976,DEAD,0,3,ENVELOPES OF TIRES AND METHOD OF MANUFACTURE,The tire has long tread life and low power consumption.
EP4201704A1,SUMITOMO RUBBER IND LTD,2021,ALIVE,0,3,TIRE,
US3205931A,DUPONT CO,1963,DEAD,0,3,Pneumatic tire,
CN108177485A,"KENDA RUBBER IND CO LTD (SUZHOU CITY, CN)",2018,DEAD,0,3,Snow tire,"The design also increases tire rigidity and elasticity, leading to better handling and wear resistance."
DE19545954A1,CONTINENTAL AG,1995,DEAD,0,3,Belt-less vehicular tyre,"Additionally, beltless tires without belts suffer from issues like wear, reduced durability, and energy dissipation due to flexing and abrasion."
JPH11245616A,PIRELLI PNEUMATIC SPA,1997,DEAD,0,3,TWO-WHEELER TIRE LARGE IN CROSSING CURVATURE AND MANUFACTURE THEREOF,"PROBLEM TO BE SOLVED: To accomplish a sufficient performance of a stability of a vehicle during a high speed, a kilo-meter yield, a regularity and a uniformity of an abrasion, a behavior on a road and a low weight at both of a straight road and a curve road."
AU5484680A,BRIDGESTONE TIRE CO LTD,1979,DEAD,0,3,TIRE HAVING BELT OF FOLDED TERYLENE PLIES,
JPS60213503A,SUMITOMO RUBBER IND LTD,1984,DEAD,0,3,TIRE FOR MOTORCYCLE,"PURPOSE:To enhance the wear resistance, ground-surface gripping performance, and high speed traveling performance of a tire by providing a band, which consists of cords placed at an angle of 10-25 deg."
CN111845210A,"SHANDONG LINGLONG TYRE CO LTD (YANTAI CITY, CN)",2020,DEAD,0,3,Tire,
EP1284203A1,CONTINENTAL AG,2001,DEAD,0,3,Tire with a belt bandage,
CN107776339A,"HEFEI WANLI TYRE CO LTD (HEFEI CITY, CN)",2017,DEAD,0,2,Radial tire with spiral belt structure,"The method provides a more uniform pressure distribution, suppressing eccentric wear and improving anti-wear performance."
WO2019116862A1,BRIDGESTONE CORP,2017,DEAD,0,2,TIRE,
JP2021527766A,MICHELIN & CIE,2018,ALIVE,0,2,Bilayer multi-strand cord with improved penetration,
US20200238768A1,SUMITOMO RUBBER IND LTD,2016,ALIVE,0,2,PNEUMATIC TIRE,
EP0820882A2,BRIDGESTONE CORP,1996,DEAD,0,2,Pneumatic radial tire,The bead filler layer and bead reinforcing layer are designed to maintain a uniform tire quality and bias abrasion resistance.
EP0628435A1,SUMITOMO RUBBER IND LTD,1993,DEAD,0,2,Pneumatic motorcycle tyre.,
JPH0939512A,SUMITOMO RUBBER IND LTD,1995,DEAD,0,2,PNEUMATIC TIRE,"This leads to improved performance, longer tire life, and better overall reliability in high-speed applications."
WO2019230772A1,BRIDGESTONE CORP,2018,DEAD,0,2,PNEUMATIC TIRE,"The resin annular body is designed to have a reduced diameter portion that is thicker at the ends compared to the center, which helps in suppressing uneven wear and crack formation."
WO2022270094A1,BRIDGESTONE CORP,2021,DEAD,0,2,TIRE,
CN115257238A,"ZHONGCE RUBBER GROUP CO LTD (HANGZHOU CITY, CN)",2022,DEAD,0,2,Wide-base tire with reinforced shoulder and small-angle winding type belted layer structure,"Traditional wide base tires suffer from abnormal wear patterns due to the belt being too wide, causing the middle section to not be well hooped and generating uneven wear."
WO2022270097A1,BRIDGESTONE CORP,2021,DEAD,0,2,TIRE,
CN103958218A,"PIRELLI TYRE SPA (MILAN, IT)",2011,ALIVE,0,2,Tyre for motorcycles,
WO2014129380A1,BRIDGESTONE CORP,2013,DEAD,0,2,TIRE,
EP3135501B1,SUMITOMO RUBBER IND LTD,2015,ALIVE,0,2,AIRLESS TIRE,
JP2012046031A,BRIDGESTONE CORP,2010,DEAD,0,2,TIRE,
WO2019116841A1,BRIDGESTONE CORP,2017,DEAD,0,2,TIRE REINFORCEMENT MEMBER AND TIRE USING SAME,
US20160288575A1,THE GOODYEAR TIRE & RUBBER CO,2015,DEAD,0,2,PNEUMATIC TIRE AND METHOD FOR MAKING A PNEUMATIC TIRE,They often require extensive maintenance and are prone to uneven wear and poor grip under varying road conditions.
KR20230084164A,MICHELIN & CIE,2020,ALIVE,0,2,Tires with two carcass layers,
CA2209418A1,THE GOODYEAR TIRE & RUBBER CO,1996,DEAD,0,2,RUBBER TIRE COMPONENTS WITH REDUCED SPIDER FLOW,
WO2019230760A1,BRIDGESTONE CORP,2018,DEAD,0,2,"PNEUMATIC TIRE, AND METHOD FOR MANUFACTURING PNEUMATIC TIRE","This rigidity limits the ability to optimize tire performance, such as wear resistance and steering stability, while also increasing weight and durability requirements."
CA2253097A1,THE GOODYEAR TIRE & RUBBER CO,1997,DEAD,0,2,TIRE WITH SPLIT BELT EDGE REINFORCEMENT,
CA2284973A1,THE GOODYEAR TIRE & RUBBER CO,1997,DEAD,0,2,TEXTILE CORDS FOR PNEUMATIC TIRES AND METHOD FOR MAKING SUCH CORDS,
US5010937A,JANUS JONNY,1986,DEAD,0,2,Belted tire for vehicles,"Traditional designs, such as those with a single belt layer composed of thin steel wires, result in insufficient adhesion and poor pressure distribution, leading to detachment phenomena, increased rolling resistance, and reduced tire lifespan due to material degradation from excessive heating and mechanical stress."
CN108136854A,"COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN FRANCE CORP (CLERMONT-FERRAND, FR)",2015,ALIVE,0,2,"PNEUMATIC TIRE, HAVING WORKING LAYERS COMPRISING MONOFILAMENTS AND TIRE TREAD WITH GROOVES",
EP0722977A1,MICHELIN & CIE,1995,DEAD,0,2,Pneumatic type containing precifitated silica housing an improved rolling resistance,"PROBLEM BEING SOLVED
The invention addresses the challenge of reducing rolling resistance in radial carcass tires while maintaining or improving other tire properties such as adherence, wear resistance, and fatigue resistance."
DE112012000556T5,YOKOHAMA RUBBER CO LTD,2011,ALIVE,0,2,Pneumatic radial tires,
KR20130067396A,KUMHO TIRE CO INC,2011,ALIVE,0,2,CAPPLY FOR RADIAL TIRE ENHANCING ADHESION WITH BELT USING DAUL COMPOUNDS,"The cap ply design allows for even distribution of adhesion forces, preventing uneven wear and maintaining tire integrity."
WO2018055912A1,BRIDGESTONE CORP,2016,DEAD,0,2,TIRE,
US9669666B2,SUMITOMO RUBBER IND LTD,2012,DEAD,0,2,Runflat tire,
JPH10114203A,SUMITOMO RUBBER IND LTD,1996,DEAD,0,2,RADIAL TIRE FOR MOTORCYCLE,The use of nylon and aramid cords with specific extensibility ranges enhances wear resistance and traction grip.
CN117141161A,"WANDA GROUP CO LTD (DONGYING CITY, CN)",2023,ALIVE,0,2,Low-rolling-resistance tire crown structure and forming method thereof,"PROBLEM BEING SOLVED
The invention addresses the issue of high rolling resistance in conventional tire structures, which limits the endurance mileage and efficiency of new energy vehicles."
WO2020137627A1,BRIDGESTONE CORP,2018,DEAD,0,2,RUN-FLAT TIRE,
JPS60234002A,YOKOHAMA RUBBER CO LTD,1984,DEAD,0,2,PNEUMATIC RADIAL-PLY TIRE,
CN119217894A,THE GOODYEAR TIRE & RUBBER CO,2023,ALIVE,0,2,Tyre having sidewall comprising plurality of layers,
JPS59230806A,YOKOHAMA RUBBER CO LTD,1983,DEAD,0,2,PNEUMAITC TIRE FOR PASSENGER CAR,
US5307850A,THE GOODYEAR TIRE & RUBBER CO,1988,DEAD,0,2,"Pneumatic tire containing syndiotactic 1,2-polybutadiene","The use of SPBD in the rubber composition enhances tire performance, particularly in terms of high-speed capabilities and tread wear characteristics."
EP0359694A1,THE GOODYEAR TIRE & RUBBER CO,1988,DEAD,0,2,"Pneumatic tire containing syndiotactic 1,2-polybutadiene.","Traditional tire construction often relies on overlay layers made from nylon, which are expensive and reduce tire performance by limiting tread wear characteristics."
US4949770A,PIRELLI SPA,1987,DEAD,0,2,Breaker belt structure in pneumatic tires for vehicle wheels,
US11427032B2,THE GOODYEAR TIRE & RUBBER CO,2019,ALIVE,0,2,Tire tread and a tire comprising a tread,"The reinforcement compound is designed to have a uniform thickness, enhancing wear resistance and maintaining the properties of the tread during use."
ES2198109T3,BRIDGESTONE CORP,1998,DEAD,0,2,RADIAL PNEUMATIC COVER FOR A MOTORCYCLE.,
US20170197470A1,SUMITOMO RUBBER IND LTD,2016,DEAD,0,2,PNEUMATIC TIRE,
DE2722116A1,PIRELLI SPA,1976,DEAD,0,2,VEHICLE AIR TIRES,"A vehicle tire combining improved riding comfort, road gripping characteristics and tire tread wear has the conventional radial carcass and tread and an improved annular breaker structure reinforcing the crown portion of the tire."
WO2020137587A1,BRIDGESTONE CORP,2018,DEAD,0,2,RUN-FLAT TIRE,
WO2008050545A1,YOKOHAMA RUBBER CO LTD,2006,DEAD,0,2,PNEUMATIC TIRE,
WO2015068429A1,SUMITOMO RUBBER IND LTD,2013,DEAD,0,2,PNEUMATIC TIRE,
EP0483710A1,PIRELLI SPA,1990,DEAD,0,2,Radial tire provided with a sidewall reinforcement element.,"This results in poor performance during dynamic loading conditions, such as sudden impacts on the road surface, and reduced tire life due to fatigue and damage from excessive stress concentrations."
CN112440623A,SUMITOMO RUBBER IND LTD,2019,ALIVE,0,2,PNEUMATIC TIRE,
CN114364547A,YOKOHAMA RUBBER CO LTD,2019,ALIVE,0,2,Pneumatic tire,
DE2720265A1,GOODRICH CO,1976,DEAD,0,2,VEHICLE SAFETY TIRES,
CN107685598A,JIANGSU XINGDA STEEL TYRE CORD,2017,ALIVE,0,2,Woven steel wire belt ply structure and application thereof,"The paving step of the multiple belt ply layers is simplified, the shoulder deformation of the tyre is effectively constrained, the belt ply stress is optimized, the tread grounding pressure distribution is optimized, durability, wear resistance and load property are improved, and oil consumption is reduced."
US10160265B2,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,2013,ALIVE,0,2,Tire with reinforced tread,
DE2518223C2,CONTINENTAL GUMMI WERKE AG,1975,DEAD,0,2,Pneumatic vehicle tires,
EP1004460A2,BRIDGESTONE CORP,1998,DEAD,0,1,Pneumatic tire for front wheel of motorcycle,
US12257796B2,YOKOHAMA RUBBER CO LTD,2019,ALIVE,0,1,Method for manufacturing pneumatic tire,
JP2016097918A,SUMITOMO RUBBER IND LTD,2014,DEAD,0,1,PNEUMATIC TIRE,
WO1998054014A1,THE GOODYEAR TIRE & RUBBER CO,1997,DEAD,0,1,RUNFLAT TIRE WITH IMPROVED UNINFLATED HANDLING,
CN111590939A,TIRE TECH ALLIANCE,2020,ALIVE,0,1,Radial tire and crown strip winding method for improving LFV index of tire uniformity,
CA2291220A1,THE GOODYEAR TIRE & RUBBER CO,1997,DEAD,0,1,RUNFLAT TIRE WITH IMPROVED UNINFLATED HANDLING,
JPH09105084A,SUMITOMO RUBBER IND LTD,1995,DEAD,0,1,TIRE FOR HEAVY LOAD,
JP2019217998A,BRIDGESTONE CORP,2018,ALIVE,0,1,PNEUMATIC TIRE,
JPH10193930A,BRIDGESTONE CORP,1997,DEAD,0,1,RUN-FLAT PNEUMATIC TIRE WITH BAND,
WO2020129971A1,BRIDGESTONE CORP,2018,DEAD,0,1,TIRE,
CN112469861A,"COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN FRANCE CORP (CLERMONT-FERRAND, FR)",2018,ALIVE,0,1,DOUBLE-LAYER MULTI-STRAND CORD WITH IMPROVED PENETRABILITY,"It ensures that elastomeric compositions can penetrate both internal and external layers effectively, reducing the spread of corrosive agents and extending tire life."
CN116198258A,"AEOLUS TYRE CO LTD (JIAOZUO CITY, CN)",2022,DEAD,0,1,All-steel-wire radial tire adopting novel four-belted-layer structure,
US1039063A,SANFORD C MCKNIGHT,1909,DEAD,0,1,ARMORED PNEUMATIC TIRE.,
CN107000483A,"PIRELLI TYRE SPA (MILAN, IT)",2014,ALIVE,0,1,Tyre for vehicle wheels,
WO2001090478A1,BRIDGESTONE CORP,2000,DEAD,0,1,"RUBBER PRODUCT REINFORCING STEEL CORD, RUBBER AND STEEL CORD COMPOSITE MATERIAL, RADIAL TIRE, MOTOR CYCLE RADIAL TIRE AND TIRE",
WO2003086782A1,BRIDGESTONE CORP,2002,DEAD,0,1,PNEUMATIC TIRE,
JPH06270608A,SUMITOMO RUBBER IND LTD,1993,DEAD,0,1,PNEUMATIC TIRE,
EP3470241B1,BRIDGESTONE CORP,2016,ALIVE,0,1,THREE-WHEELED VEHICLE TIRE,
WO2019230770A1,BRIDGESTONE CORP,2018,DEAD,0,1,PNEUMATIC TIRE,
JPWO2020004040A1,BRIDGESTONE CORP,2018,ALIVE,0,1,Pneumatic tires,
WO2019230769A1,BRIDGESTONE CORP,2018,DEAD,0,1,PNEUMATIC TIRE,
WO2019244851A1,BRIDGESTONE CORP,2018,DEAD,0,1,PNEUMATIC TIRE,"Traditional radial tires often suffer from stress concentration and uneven wear due to the high number of layers in the belt plies, which increases weight and reduces performance."
EP2431196A2,THE GOODYEAR TIRE & RUBBER CO,2010,ALIVE,0,1,A pneumatic tire and method for making a pneumatic tire,
DE1808668A1,MICHELIN & CIE,1967,DEAD,0,1,tire,
CN115157930A,"JIANGSU GENERAL SCIENCE TECH (WUXI CITY, CN)",2022,DEAD,0,1,Multipurpose tire belt layer and multipurpose tire,
CN110395075A,SHANDONG HAWK INT RUBBER INDUSTRY CO LTD,2019,DEAD,0,1,Tire belt ply,
CN110466287A,JIANGSU GENERAL SCIENCE TECH,2019,DEAD,0,1,Low-heat-generation buffering layer structure of tire,
US11046113B2,PIRELLI SPA,2016,ALIVE,0,1,Motorcycles tyre,
CN106827969A,"SHANDONG LINGLONG TYRE CO LTD (YANTAI CITY, CN)",2017,DEAD,0,1,Method for preparing tire through wavy zero belt,"The original zero belt ply is restrained and hooped tightly, the cost and the weight of the tire can be reduced, more importantly, the bet plies are smooth and uniform in thickness on the whole, and the high-speed performance and abrasion resistance of the tire can be greatly improved through the belt ply structure;"
CN102470698A,"PIRELLI TYRE SPA (MILAN, IT)",2009,ALIVE,0,1,Off-road motorcycle tyre,
CN113524987A,"QINGDAO DOUBLESTAR TIRE INDUSTRIAL CO LTD (QINGDAO CITY, CN)",2021,DEAD,0,1,Anti-explosion tire,
WO2013161296A1,BRIDGESTONE CORP,2012,DEAD,0,1,PNEUMATIC TIRE,
JP5182454B1,YOKOHAMA RUBBER CO LTD,2012,ALIVE,0,1,Pneumatic tire,
WO2014057551A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
JP5029787B1,YOKOHAMA RUBBER CO LTD,2011,ALIVE,0,1,Pneumatic tire,
WO2014057548A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2014103068A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2014103063A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2014103070A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2014057553A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2014057549A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2014057547A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2014057552A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2014103064A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
US20150020943A1,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,2013,DEAD,0,1,Low-Metal Tire,"The use of non-metallic materials allows for better wear resistance and durability, making the tire suitable for demanding environments."
DE2214706A1,CONTINENTAL GUMMI WERKE AG,1972,DEAD,0,1,VEHICLE AIR TIRES FOR SINGLE TRACK VEHICLES,
EP0264539A2,JANUS JONNY,1986,DEAD,0,1,Belted tyre for vehicles.,
CN108349310A,"COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN FRANCE CORP (CLERMONT-FERRAND, FR)",2015,ALIVE,0,1,"PNEUMATIC TIRE, HAVING WORKING LAYERS COMPRISING MONOFILAMENTS AND A TIRE TREAD WITH GROOVES",
WO2005025895A1,MICHELIN RESEARCH & TECHNOLOGY CO LTD,2003,DEAD,0,1,REINFORCEMENT LAYER FOR A TYRE TREAD,
US20180104990A1,SUMITOMO RUBBER IND LTD,2016,DEAD,0,1,PNEUMATIC TIRE,
CN103354782A,"CONTINENTAL REIFEN DEUTSCHLAND GMBH (HANNOVER, DE)",2011,ALIVE,0,1,Method for producing a pneumatic vehicle tire,
KR20080009905A,KUMHO TIRE CO INC,2006,DEAD,0,1,PNEUMATIC TIRE,
KR20100038909A,KUMHO TIRE CO INC,2008,DEAD,0,1,AIRCRAFT RADIAL TIRE HAVING A TREAD REINFORCEMENT LAYER,
